  dataset        a        v       t0      st0  penalty      fit     time   method
 subj_265_trials_60   1.9065   3.0009   0.3018   0.0000   0.0000 -28.3588   0.0410       ML
 subj_266_trials_10   1.3625   0.9476   0.3111   0.0002   0.0000   5.5147   0.0080       ML
 subj_266_trials_20   1.5628   3.4784   0.2919   0.0001   0.0000 -15.9557   0.0140       ML
 subj_266_trials_30   1.2126   4.8191   0.4002   0.2154   0.0000 -28.2754   0.0810       ML
 subj_266_trials_40   0.7414   4.3441   0.2953   0.0000   0.0000 -63.2081   0.0190       ML
 subj_266_trials_50   1.1084   3.5154   0.3068   0.0000   0.0000 -51.7803   0.0320       ML
 subj_266_trials_60   0.6766   1.4513   0.3051   0.0000   0.0000 -45.4159   0.0300       ML
 subj_267_trials_10   1.2535   3.4862   0.3015   0.0000   0.0000  -9.4195   0.0050       ML
 subj_267_trials_20   1.2321   4.4020   0.2951   0.0001   0.0000 -25.4118   0.0100       ML
 subj_267_trials_30   0.8940   6.5358   0.3544   0.1171   0.0000 -46.5677   0.0470       ML
 subj_267_trials_40   0.8592   1.2276   0.3094   0.0000   0.0000 -11.8015   0.0240       ML
 subj_267_trials_50   0.6611   5.6757   0.3168   0.0606   0.0000 -88.1389   0.0490       ML
 subj_267_trials_60   1.4421   4.7551   0.2963   0.0001   0.0000 -76.3168   0.0340       ML
 subj_268_trials_10   0.9286   0.8606   0.3086   0.0001   0.0000  -0.2350   0.0070       ML
 subj_268_trials_20   0.9698   2.8674   0.3009   0.0000   0.0000 -17.1791   0.0140       ML
 subj_268_trials_30   1.3583   3.6982   0.3571   0.1742   0.0000 -22.1081   0.0590       ML
 subj_268_trials_40   1.1644   3.0153   0.3744   0.2451   0.0000 -18.3774   0.1100       ML
 subj_268_trials_50   0.6716   0.8286   0.3052   0.0000   0.0000 -31.5880   0.0230       ML
 subj_268_trials_60   1.0135   4.2143   0.3064   0.0001   0.0000 -80.2902   0.0470       ML
 subj_269_trials_10   1.5119   3.3022   0.2761   0.0007   0.0000  -7.5116   0.0070       ML
 subj_269_trials_20   0.9286   2.9953   0.3008   0.0000   0.0000 -18.9218   0.0130       ML
 subj_269_trials_30   0.7946   4.2649   0.3056   0.0000   0.0000 -45.5291   0.0160       ML
 subj_269_trials_40   1.8161   1.3309   0.3132   0.0004   0.0000  22.3361   0.0380       ML
 subj_269_trials_50   1.2382   3.0141   0.3922   0.2817   0.0000 -19.6047   0.1680       ML
 subj_269_trials_60   1.2226   4.6791   0.3007   0.0001   0.0000 -81.6874   0.0260       ML
 subj_26_trials_10   0.7897   2.5815   0.3042   0.0000   0.0000  -9.1076   0.0080       ML
 subj_26_trials_20   0.9220   2.9346   0.2895   0.0001   0.0000 -18.4660   0.0110       ML
 subj_26_trials_30   0.5383   1.2612   0.3098   0.0000   0.0000 -33.6050   0.0170       ML
 subj_26_trials_40   1.5251   2.0701   0.2801   0.0001   0.0000  -4.3935   0.0250       ML
 subj_26_trials_50   0.9113   3.4643   0.3206   0.0758   0.0000 -51.7194   0.0680       ML
 subj_26_trials_60   1.0065   3.9566   0.3205   0.0941   0.0000 -65.5564   0.0830       ML
 subj_270_trials_10   1.5628   3.2106   0.2743   0.0000   0.0000  -6.9121   0.0070       ML
 subj_270_trials_20   1.5701   3.2505   0.2907   0.0000   0.0000 -14.0930   0.0150       ML
 subj_270_trials_30   1.3836   2.3989   0.3473   0.2012   0.0000  -6.8128   0.0700       ML
 subj_270_trials_40   0.6357   5.5221   0.3223   0.0733   0.0000 -66.7620   0.0480       ML
 subj_270_trials_50   0.8421   4.1360   0.2955   0.0001   0.0000 -71.5226   0.0310       ML
 subj_270_trials_60   1.1745   4.5229   0.3376   0.0886   0.0000 -72.3719   0.0690       ML
 subj_271_trials_10   1.7018   1.1987   0.3193   0.0000   0.0000   6.2483   0.0090       ML
 subj_271_trials_20   1.8323   2.3036   0.3098   0.0001   0.0000  -2.7667   0.0120       ML
 subj_271_trials_30   1.0686   1.6790   0.3105   0.0001   0.0000  -5.9943   0.0250       ML
 subj_271_trials_40   0.6274   5.6713   0.3142   0.0489   0.0000 -73.8014   0.0350       ML
 subj_271_trials_50   0.6700   1.2277   0.3057   0.0000   0.0000 -35.9702   0.0250       ML
 subj_271_trials_60   1.7376   1.7876   0.2902   0.0001   0.0000  10.0140   0.0430       ML
 subj_272_trials_10   1.2940   4.3310   0.3277   0.0000   0.0000 -12.1614   0.0070       ML
 subj_272_trials_20   0.9935   0.3919   0.3199   0.0001   0.0000   3.9046   0.0130       ML
 subj_272_trials_30   1.2022   4.2009   0.3530   0.1595   0.0000 -28.0791   0.0580       ML
 subj_272_trials_40   1.5622   3.4751   0.2982   0.0000   0.0000 -31.9766   0.0270       ML
 subj_272_trials_50   1.3654   2.3409   0.3394   0.0710   0.0000 -16.3574   0.0730       ML
 subj_272_trials_60   0.8631   4.7291   0.3035   0.0424   0.0000 -90.8770   0.0470       ML
 subj_273_trials_10   0.6939   1.1515   0.3048   0.0000   0.0000  -6.0628   0.0050       ML
 subj_273_trials_20   0.5781   1.4051   0.3059   0.0000   0.0000 -19.8877   0.0110       ML
 subj_273_trials_30   0.6502   1.0398   0.3143   0.0000   0.0000 -22.2370   0.0160       ML
 subj_273_trials_40   1.3532   4.2848   0.3835   0.2174   0.0000 -32.5429   0.1070       ML
 subj_273_trials_50   1.2407   4.3518   0.2990   0.0002   0.0000 -62.5787   0.0240       ML
 subj_273_trials_60   2.0660   1.5034   0.2861   0.0001   0.0000  30.7873   0.0420       ML
 subj_274_trials_10   1.1969   0.6676   0.3144   0.0001   0.0000   4.8434   0.0080       ML
 subj_274_trials_20   0.6933   0.5629   0.3097   0.0000   0.0000 -10.4863   0.0110       ML
 subj_274_trials_30   1.7933   3.1837   0.2856   0.0000   0.0000 -17.6989   0.0190       ML
 subj_274_trials_40   1.2837   4.8810   0.3831   0.1988   0.0000 -39.3886   0.0910       ML
 subj_274_trials_50   1.7910   0.9034   0.3156   0.0003   0.0000  45.3491   0.0350       ML
 subj_274_trials_60   0.7930   1.9661   0.3045   0.0000   0.0000 -41.3159   0.0350       ML
 subj_275_trials_10   0.5370   4.0533   0.3407   0.1266   0.0000 -11.6813   0.0150       ML
 subj_275_trials_20   1.4207   3.7020   0.2965   0.0000   0.0000 -18.8904   0.0110       ML
 subj_275_trials_30   1.3756   4.3856   0.2896   0.0000   0.0000 -35.8462   0.0200       ML
 subj_275_trials_40   0.9203   3.8403   0.4066   0.2104   0.0000 -31.7165   0.0960       ML
 subj_275_trials_50   1.1898   3.1337   0.3241   0.0000   0.0000 -41.6263   0.0280       ML
 subj_275_trials_60   1.8366   2.2225   0.3157   0.1915   0.0000  -0.2514   0.1310       ML
 subj_276_trials_10   1.1153   1.8273   0.3083   0.0001   0.0000  -2.1992   0.0070       ML
 subj_276_trials_20   0.9797   0.1953   0.3123   0.0001   0.0000   4.1408   0.0150       ML
 subj_276_trials_30   1.2442   4.0373   0.3479   0.1463   0.0000 -27.3701   0.0580       ML
 subj_276_trials_40   2.1325   1.5105   0.2606   0.0003   0.0000  21.2948   0.0280       ML
 subj_276_trials_50   0.9338   3.8487   0.2996   0.0000   0.0000 -63.3660   0.0290       ML
 subj_276_trials_60   2.1130   3.4029   0.2690   0.0000   0.0000 -34.2306   0.1090       ML
 subj_277_trials_10   0.9719   2.2344   0.3726   0.2364   0.0000  -2.5471   0.0280       ML
 subj_277_trials_20   1.2366   4.3936   0.2950   0.0000   0.0000 -25.2997   0.0100       ML
 subj_277_trials_30   2.0224   1.4604   0.2596   0.0000   0.0000  16.2202   0.0230       ML
 subj_277_trials_40   0.5984   2.2456   0.3013   0.0000   0.0000 -46.1183   0.0200       ML
 subj_277_trials_50   2.0160   3.4932   0.2754   0.0003   0.0000 -31.8076   0.0550       ML
 subj_277_trials_60   1.0859   1.2403   0.3105   0.0001   0.0000   2.1260   0.0440       ML
 subj_278_trials_10   0.5921   1.3484   0.3036   0.0000   0.0000  -9.2175   0.0060       ML
 subj_278_trials_20   0.9171   6.7639   0.3430   0.0979   0.0000 -33.2593   0.0280       ML
 subj_278_trials_30   0.7946   4.1030   0.3185   0.0731   0.0000 -38.7153   0.0320       ML
 subj_278_trials_40   1.1563   3.1426   0.3405   0.1530   0.0000 -26.8099   0.0770       ML
 subj_278_trials_50   1.2231   3.1866   0.3082   0.0001   0.0000 -41.9419   0.0360       ML
 subj_278_trials_60   1.5224   3.7602   0.3012   0.0000   0.0000 -55.3805   0.0360       ML
 subj_279_trials_10   1.6950   3.5636   0.3593   0.0001   0.0000  -7.7645   0.0100       ML
 subj_279_trials_20   1.2201   3.4597   0.3048   0.0000   0.0000 -19.0299   0.0100       ML
 subj_279_trials_30   1.5956   2.1255   0.3223   0.0001   0.0000  -3.7183   0.0310       ML
 subj_279_trials_40   1.0449   5.0541   0.3369   0.1170   0.0000 -51.0718   0.0700       ML
 subj_279_trials_50   1.0395   3.6993   0.3072   0.0001   0.0000 -57.3143   0.0280       ML
 subj_279_trials_60   1.5231   1.0234   0.3164   0.0002   0.0000  36.9977   0.0470       ML
 subj_27_trials_10   0.9883   2.2024   0.4400   0.3024   0.0000  -1.3357   0.0360       ML
 subj_27_trials_20   1.5151   0.6928   0.3356   0.0001   0.0000  16.9343   0.0180       ML
 subj_27_trials_30   0.7582   2.3541   0.3053   0.0000   0.0000 -26.5726   0.0170       ML
 subj_27_trials_40   1.1134   2.8929   0.2893   0.0001   0.0000 -30.6780   0.0220       ML
 subj_27_trials_50   0.8764   1.8468   0.3037   0.0001   0.0000 -26.1378   0.0250       ML
 subj_27_trials_60   1.5740   2.6612   0.3082   0.1053   0.0000 -22.7089   0.0870       ML
 subj_280_trials_10   2.8818   3.7869   0.2869   0.2543   0.0000  -3.6883   0.0490       ML
 subj_280_trials_20   1.0198   4.1387   0.3034   0.0000   0.0000 -26.1995   0.0090       ML
 subj_280_trials_30   1.2795   2.5621   0.3501   0.2050   0.0000  -9.7602   0.0840       ML
 subj_280_trials_40   0.7181   2.3208   0.3008   0.0001   0.0000 -37.3919   0.0200       ML
 subj_280_trials_50   1.3049   4.0693   0.3464   0.1451   0.0000 -45.7392   0.0760       ML
 subj_280_trials_60   0.9605   3.2336   0.2970   0.0000   0.0000 -61.1118   0.0310       ML
 subj_281_trials_10   1.7018   3.5639   0.3593   0.0002   0.0000  -7.7341   0.0110       ML
 subj_281_trials_20   0.6696   4.3148   0.3438   0.1244   0.0000 -24.4264   0.0310       ML
 subj_281_trials_30   0.5639   3.7648   0.3026   0.0000   0.0000 -49.2924   0.0140       ML
 subj_281_trials_40   1.9892   3.3258   0.2831   0.0003   0.0000 -23.2727   0.0330       ML
 subj_281_trials_50   1.1593   1.0539   0.3130   0.0002   0.0000  11.3269   0.0360       ML
 subj_281_trials_60   0.7353   3.2009   0.3054   0.0000   0.0000 -73.7019   0.0340       ML
 subj_282_trials_10   1.2845   0.6219   0.3166   0.0001   0.0000   6.2580   0.0060       ML
 subj_282_trials_20   1.3530   3.1207   0.3059   0.0001   0.0000 -14.9024   0.0130       ML
 subj_282_trials_30   1.2674   2.5727   0.3469   0.1854   0.0000 -10.7266   0.0710       ML
 subj_282_trials_40   1.6434   1.1389   0.3184   0.0001   0.0000  24.8465   0.0320       ML
 subj_282_trials_50   0.8729   3.6173   0.3189   0.0696   0.0000 -56.0194   0.0610       ML
 subj_282_trials_60   1.2430   2.7535   0.3301   0.0566   0.0000 -36.1864   0.0740       ML
 subj_283_trials_10   0.9318   0.8579   0.3087   0.0000   0.0000  -0.1651   0.0060       ML
 subj_283_trials_20   1.0532   2.6433   0.3010   0.0002   0.0000 -13.9122   0.0120       ML
 subj_283_trials_30   0.5719   1.1836   0.3111   0.0000   0.0000 -29.9341   0.0160       ML
 subj_283_trials_40   0.7334   4.8917   0.3153   0.0572   0.0000 -63.4978   0.0410       ML
 subj_283_trials_50   0.9520   5.9551   0.3567   0.1235   0.0000 -71.9473   0.0800       ML
 subj_283_trials_60   1.2439   2.6854   0.3417   0.1442   0.0000 -28.4270   0.1090       ML
 subj_284_trials_10   1.0875   5.1535   0.3196   0.0000   0.0000 -15.6368   0.0060       ML
 subj_284_trials_20   0.6554   0.5904   0.3051   0.0000   0.0000 -12.5217   0.0120       ML
 subj_284_trials_30   0.5994   1.1292   0.3121   0.0000   0.0000 -27.1167   0.0170       ML
 subj_284_trials_40   1.5124   2.3496   0.3879   0.2086   0.0000  -6.0320   0.0990       ML
 subj_284_trials_50   0.9208   3.4720   0.3177   0.0317   0.0000 -55.8240   0.0380       ML
 subj_284_trials_60   0.9564   1.1139   0.3097   0.0000   0.0000  -5.7933   0.0350       ML
 subj_285_trials_10   0.8063   0.9908   0.3065   0.0001   0.0000  -3.0604   0.0060       ML
 subj_285_trials_20   1.5480   3.5108   0.2921   0.0000   0.0000 -16.3245   0.0130       ML
 subj_285_trials_30   0.6281   0.6319   0.3093   0.0000   0.0000 -22.4785   0.0170       ML
 subj_285_trials_40   1.0624   3.3040   0.3620   0.2042   0.0000 -25.6964   0.0890       ML
 subj_285_trials_50   0.8421   4.4231   0.3252   0.0990   0.0000 -63.1025   0.0730       ML
 subj_285_trials_60   1.8817   4.0870   0.2782   0.0000   0.0000 -53.6713   0.0920       ML
 subj_286_trials_10   1.5440   1.3207   0.3159   0.0002   0.0000   4.3062   0.0070       ML
 subj_286_trials_20   1.6574   1.6777   0.3026   0.0002   0.0000   4.2595   0.0170       ML
 subj_286_trials_30   1.2774   3.9538   0.3598   0.1799   0.0000 -24.4530   0.0620       ML
 subj_286_trials_40   1.3279   2.4256   0.2848   0.0001   0.0000 -16.5842   0.0220       ML
 subj_286_trials_50   0.6654   5.6513   0.3145   0.0541   0.0000 -89.4408   0.0460       ML
 subj_286_trials_60   0.7024   3.6679   0.3039   0.0000   0.0000 -85.2592   0.0260       ML
 subj_287_trials_10   2.3172   3.6156   0.3128   0.0001   0.0000  -5.9283   0.0080       ML
 subj_287_trials_20   1.1698   2.3765   0.3013   0.0001   0.0000  -9.6871   0.0160       ML
 subj_287_trials_30   0.8318   3.4793   0.2931   0.0000   0.0000 -36.2242   0.0140       ML
 subj_287_trials_40   0.6661   3.6264   0.3018   0.0000   0.0000 -57.9083   0.0190       ML
 subj_287_trials_50   0.6307   4.3330   0.2994   0.0001   0.0000 -85.3933   0.0230       ML
 subj_287_trials_60   1.4176   3.0130   0.3126   0.0002   0.0000 -40.0233   0.0390       ML
 subj_288_trials_10   1.1339   0.3408   0.3157   0.0002   0.0000   4.7944   0.0070       ML
 subj_288_trials_20   0.9694   2.7894   0.2884   0.0001   0.0000 -16.4517   0.0110       ML
 subj_288_trials_30   1.0054   3.3786   0.3259   0.0145   0.0000 -30.5103   0.0310       ML
 subj_288_trials_40   1.4057   3.6565   0.3610   0.1988   0.0000 -26.9398   0.0970       ML
 subj_288_trials_50   0.8812   6.1071   0.3439   0.1030   0.0000 -77.7715   0.0780       ML
 subj_288_trials_60   1.6378   1.8967   0.2913   0.0003   0.0000   2.9033   0.0430       ML
 subj_289_trials_10   1.0751   2.0247   0.4656   0.3578   0.0000   0.3473   0.0400       ML
 subj_289_trials_20   1.0131   2.7443   0.3010   0.0001   0.0000 -15.4281   0.0210       ML
 subj_289_trials_30   1.6551   0.9380   0.3317   0.0001   0.0000  23.6621   0.0200       ML
 subj_289_trials_40   0.7688   0.7772   0.3094   0.0000   0.0000 -14.7665   0.0210       ML
 subj_289_trials_50   1.6075   2.3652   0.3675   0.2688   0.0000  -4.0842   0.1760       ML
 subj_289_trials_60   1.0140   4.1309   0.3033   0.0436   0.0000 -75.5085   0.0550       ML
 subj_28_trials_10   1.3014   4.0121   0.3091   0.0801   0.0000 -10.2388   0.0130       ML
 subj_28_trials_20   1.2376   4.3888   0.2950   0.0001   0.0000 -25.2704   0.0090       ML
 subj_28_trials_30   1.3139   0.8807   0.3500   0.0002   0.0000  14.9522   0.0260       ML
 subj_28_trials_40   1.3059   4.1584   0.2987   0.0001   0.0000 -46.3213   0.0160       ML
 subj_28_trials_50   2.0157   2.9744   0.2968   0.0000   0.0000 -21.1677   0.0400       ML
 subj_28_trials_60   1.0267   3.3096   0.3060   0.0493   0.0000 -57.7330   0.0610       ML
 subj_290_trials_10   0.8027  -0.0007   0.3092   0.0001   0.0000  -1.6063   0.0060       ML
 subj_290_trials_20   1.0288   0.3789   0.3214   0.0003   0.0000   5.2991   0.0130       ML
 subj_290_trials_30   0.5297   2.1858   0.3081   0.0000   0.0000 -39.5559   0.0160       ML
 subj_290_trials_40   1.2954   2.7532   0.3670   0.2311   0.0000 -14.7124   0.1020       ML
 subj_290_trials_50   1.3462   3.8535   0.3776   0.2003   0.0000 -36.9959   0.1080       ML
 subj_290_trials_60   1.7383   1.3538   0.3300   0.0001   0.0000  29.5552   0.0510       ML
 subj_291_trials_10   1.1561   3.5807   0.3067   0.0001   0.0000 -10.3035   0.0050       ML
 subj_291_trials_20   0.5525   5.2125   0.3287   0.0792   0.0000 -32.5673   0.0250       ML
 subj_291_trials_30   1.4972   1.0360   0.3260   0.0001   0.0000  17.6642   0.0280       ML
 subj_291_trials_40   1.0487   3.3873   0.3423   0.1004   0.0000 -35.3036   0.0560       ML
 subj_291_trials_50   1.0203   0.8069   0.3131   0.0000   0.0000   6.0647   0.0420       ML
 subj_291_trials_60   1.1514   2.0441   0.3131   0.0001   0.0000 -19.9031   0.0410       ML
 subj_292_trials_10   1.8048   6.0443   0.2949   0.0999   0.0000 -13.0422   0.0190       ML
 subj_292_trials_20   0.9649   2.9845   0.3878   0.2430   0.0000 -10.2227   0.0520       ML
 subj_292_trials_30   1.6373   1.8054   0.2734   0.0002   0.0000   3.5271   0.0190       ML
 subj_292_trials_40   0.8879   3.6277   0.2932   0.0000   0.0000 -48.7791   0.0210       ML
 subj_292_trials_50   1.5297   2.4368   0.3398   0.0001   0.0000 -16.4862   0.0420       ML
 subj_292_trials_60   1.6377   3.5704   0.3503   0.2131   0.0000 -34.5331   0.1290       ML
 subj_293_trials_10   1.3042   1.6685   0.3506   0.2920   0.0000   2.1936   0.0310       ML
 subj_293_trials_20   0.6606   4.3565   0.3414   0.1143   0.0000 -25.3386   0.0330       ML
 subj_293_trials_30   1.0512   0.6438   0.3374   0.0001   0.0000   6.5899   0.0180       ML
 subj_293_trials_40   1.0432   4.9240   0.3337   0.1097   0.0000 -50.7547   0.0590       ML
 subj_293_trials_50   0.8809   1.8364   0.3038   0.0000   0.0000 -25.6205   0.0290       ML
 subj_293_trials_60   0.9236   1.4486   0.3072   0.0000   0.0000 -16.7322   0.0410       ML
 subj_294_trials_10   0.7084   1.1277   0.3050   0.0000   0.0000  -5.6467   0.0050       ML
 subj_294_trials_20   1.4664   0.7136   0.3332   0.0003   0.0000  15.6060   0.0160       ML
 subj_294_trials_30   1.1892   4.1894   0.3529   0.1556   0.0000 -28.3788   0.0580       ML
 subj_294_trials_40   0.7318   4.7958   0.3295   0.0971   0.0000 -55.4939   0.0550       ML
 subj_294_trials_50   0.7510   1.3499   0.3064   0.0000   0.0000 -27.9402   0.0310       ML
 subj_294_trials_60   0.7973   2.6976   0.3038   0.0000   0.0000 -58.1170   0.0340       ML
 subj_295_trials_10   1.1286   1.8068   0.3085   0.0003   0.0000  -1.9652   0.0100       ML
 subj_295_trials_20   1.0245   2.8215   0.3183   0.1188   0.0000 -12.9889   0.0380       ML
 subj_295_trials_30   1.1251   4.6006   0.3513   0.1485   0.0000 -32.3518   0.0520       ML
 subj_295_trials_40   1.0313   3.4040   0.3584   0.1923   0.0000 -28.0871   0.1110       ML
 subj_295_trials_50   1.4276   1.6793   0.2988   0.0001   0.0000   3.9756   0.0430       ML
 subj_295_trials_60   1.4841   4.2687   0.2969   0.0000   0.0000 -66.4957   0.0320       ML
 subj_296_trials_10   1.3653   0.5849   0.3187   0.0002   0.0000   7.4760   0.0070       ML
 subj_296_trials_20   0.6127   0.6366   0.3076   0.0000   0.0000 -15.4295   0.0110       ML
 subj_296_trials_30   1.0229   1.1310   0.3303   0.0001   0.0000  -0.0727   0.0190       ML
 subj_296_trials_40   1.6699   0.8052   0.3102   0.0006   0.0000  35.9943   0.0330       ML
 subj_296_trials_50   1.4567   4.1696   0.2934   0.0000   0.0000 -54.3979   0.0270       ML
 subj_296_trials_60   0.5893   1.8073   0.3037   0.0000   0.0000 -63.8923   0.0320       ML
 subj_297_trials_10   0.5453   3.9771   0.3233   0.0749   0.0000 -14.0529   0.0130       ML
 subj_297_trials_20   0.6364   1.6479   0.3063   0.0000   0.0000 -17.7534   0.0110       ML
 subj_297_trials_30   1.3586   3.6908   0.3576   0.1761   0.0000 -21.9411   0.0580       ML
 subj_297_trials_40   0.7560   4.8065   0.3173   0.0654   0.0000 -60.8126   0.0460       ML
 subj_297_trials_50   1.0408   5.1945   0.2992   0.0000   0.0000 -80.2243   0.0240       ML
