  dataset        a        v       t0      st0  penalty      fit     time   method
 subj_243_trials_40   1.1057   2.0876   0.2941   0.1515   0.0000   0.9991   0.0470       KS
 subj_243_trials_50   1.2017   3.5371   0.3487   0.0375   0.0000   0.8949   0.0150       KS
 subj_243_trials_60   1.5076   4.1157   0.3891   0.2782   0.0000   0.9253   0.0540       KS
 subj_244_trials_10   0.8850   0.7282   0.2924   0.0073   0.0000   0.9828   0.0150       KS
 subj_244_trials_20   1.0834   2.9071   0.3736   0.2279   0.0000   0.5318   0.0310       KS
 subj_244_trials_30   0.7906   7.9011   0.3399   0.1190   0.0000   0.9998   0.0160       KS
 subj_244_trials_40   0.9584   1.1889   0.2881   0.0027   0.0000   0.9973   0.0380       KS
 subj_244_trials_50   1.0144   1.2692   0.2891   0.0017   0.0000   0.9997   0.0310       KS
 subj_244_trials_60   1.1420   3.2835   0.3976   0.2081   0.0000   0.9919   0.0470       KS
 subj_245_trials_10   0.5582   1.3260   0.2946   0.0006   0.0000   0.9831   0.0000       KS
 subj_245_trials_20   1.0576   4.4123   0.2978   0.0375   0.0000   0.9916   0.0220       KS
 subj_245_trials_30   1.6204   3.8891   0.3922   0.4143   0.0000   0.9996   0.1560       KS
 subj_245_trials_40   1.4346   5.0263   0.2659   0.0556   0.0000   0.9982   0.0220       KS
 subj_245_trials_50   1.2733   5.9374   0.3053   0.0373   0.0000   0.9105   0.0330       KS
 subj_245_trials_60   1.5762   1.2089   0.3086   0.2224   0.0000   0.9999   0.0670       KS
 subj_246_trials_10   0.6228   2.2819   0.3522   0.0636   0.0000   0.9999   0.0000       KS
 subj_246_trials_20   1.2005   2.6862   0.3927   0.2511   0.0000   0.9958   0.0320       KS
 subj_246_trials_30   0.5564   6.6506   0.3309   0.0915   0.0000   0.9996   0.0220       KS
 subj_246_trials_40   1.1773   0.5970   0.2821   0.0031   0.0000   0.9919   0.0310       KS
 subj_246_trials_50   2.1421   1.6649   0.2407   0.0457   0.0000   0.9945   0.1000       KS
 subj_246_trials_60   1.4000   3.8257   0.3369   0.1773   0.0000   0.9992   0.0310       KS
 subj_247_trials_10   0.9155   0.2354   0.2828   0.0024   0.0000   0.9898   0.0220       KS
 subj_247_trials_20   0.8720   0.4142   0.3111   0.2028   0.0000   0.9528   0.0470       KS
 subj_247_trials_30   1.0607   5.7053   0.3977   0.1959   0.0000   0.9627   0.0380       KS
 subj_247_trials_40   1.7581   2.9353   0.3218   0.2649   0.0000   0.9681   0.0630       KS
 subj_247_trials_50   1.0394   2.5409   0.3246   0.2241   0.0000   0.9997   0.0560       KS
 subj_247_trials_60   0.6685   3.3950   0.3038   0.0303   0.0000   0.9997   0.0160       KS
 subj_248_trials_10   0.9074   0.2809   0.2798   0.0002   0.0000   0.9900   0.0310       KS
 subj_248_trials_20   0.5648   4.2033   0.3603   0.0872   0.0000   0.9972   0.0190       KS
 subj_248_trials_30   1.2227   4.4246   0.3790   0.0059   0.0000   0.9361   0.0160       KS
 subj_248_trials_40   1.1000   4.1257   0.3954   0.2699   0.0000   0.9721   0.0470       KS
 subj_248_trials_50   0.8284   0.7558   0.2964   0.0812   0.0000   0.9885   0.0220       KS
 subj_248_trials_60   0.9341   1.2744   0.2853   0.0040   0.0000   0.9979   0.0180       KS
 subj_249_trials_10   0.9405   1.9092   0.3206   0.1576   0.0000   1.0000   0.0150       KS
 subj_249_trials_20   0.9079   3.8724   0.3107   0.0292   0.0000   0.9920   0.0160       KS
 subj_249_trials_30   0.9206   1.0795   0.3020   0.0132   0.0000   0.9994   0.0350       KS
 subj_249_trials_40   1.7270   3.4507   0.2948   0.1520   0.0000   0.9577   0.0370       KS
 subj_249_trials_50   1.2012   3.8558   0.3608   0.2563   0.0000   0.9997   0.0470       KS
 subj_249_trials_60   1.1890   3.6944   0.2738   0.0525   0.0000   0.8896   0.0160       KS
 subj_24_trials_10   0.5141   5.7679   0.3596   0.0975   0.0000   0.9997   0.0160       KS
 subj_24_trials_20   1.1848   1.0471   0.2737   0.0017   0.0000   0.9843   0.0470       KS
 subj_24_trials_30   0.8994   2.4348   0.3236   0.1652   0.0000   0.9994   0.0450       KS
 subj_24_trials_40   0.6079   3.8005   0.4242   0.1908   0.0000   0.9712   0.0310       KS
 subj_24_trials_50   1.9955   1.5236   0.2635   0.0525   0.0000   0.9776   0.1360       KS
 subj_24_trials_60   1.7992   3.0890   0.3336   0.2898   0.0000   0.9998   0.0780       KS
 subj_250_trials_10   1.1424   3.1625   0.2902   0.0061   0.0000   0.9976   0.0170       KS
 subj_250_trials_20   0.7157   1.7279   0.2906   0.0051   0.0000   0.9841   0.0210       KS
 subj_250_trials_30   0.9077   4.6093   0.3666   0.1586   0.0000   0.9955   0.0310       KS
 subj_250_trials_40   1.1144   2.1057   0.2962   0.1725   0.0000   0.9975   0.0540       KS
 subj_250_trials_50   1.2052   4.8152   0.3133   0.1229   0.0000   1.0000   0.0310       KS
 subj_250_trials_60   0.8837   4.7890   0.3153   0.0787   0.0000   0.9978   0.0320       KS
 subj_251_trials_10   0.8197   0.9930   0.2854   0.0675   0.0000   0.9818   0.0150       KS
 subj_251_trials_20   1.3829   3.4134   0.4296   0.4426   0.0000   0.9997   0.0840       KS
 subj_251_trials_30   0.8285   4.4363   0.3223   0.1029   0.0000   0.9997   0.0150       KS
 subj_251_trials_40   1.2164   1.4157   0.2914   0.1187   0.0000   0.9981   0.0560       KS
 subj_251_trials_50   1.9364   3.4137   0.3696   0.4871   0.0000   0.9992   0.1080       KS
 subj_251_trials_60   0.8833   2.5664   0.3062   0.1160   0.0000   0.9997   0.0310       KS
 subj_252_trials_10   1.4585   2.0297   0.2750   0.0375   0.0000   0.9999   0.0430       KS
 subj_252_trials_20   0.8123   0.3446   0.2971   0.0143   0.0000   0.9722   0.0320       KS
 subj_252_trials_30   0.7320   5.2453   0.3815   0.1510   0.0000   0.9878   0.0310       KS
 subj_252_trials_40   1.1881   4.6407   0.3254   0.1100   0.0000   0.9940   0.0220       KS
 subj_252_trials_50   1.5965   0.8958   0.2709   0.0014   0.0000   0.9998   0.0740       KS
 subj_252_trials_60   0.9883   2.2948   0.3077   0.1461   0.0000   0.9997   0.0420       KS
 subj_253_trials_10   1.2499   2.3605   0.2813   0.0051   0.0000   0.9999   0.0310       KS
 subj_253_trials_20   1.0248   3.6667   0.3081   0.1619   0.0000   0.9932   0.0310       KS
 subj_253_trials_30   1.5376   4.1294   0.3711   0.3131   0.0000   0.9998   0.0850       KS
 subj_253_trials_40   0.7012   1.0690   0.3032   0.1125   0.0000   0.9669   0.0310       KS
 subj_253_trials_50   1.5420   3.0462   0.2929   0.2248   0.0000   0.9865   0.0470       KS
 subj_253_trials_60   0.7586   2.9307   0.3055   0.0825   0.0000   0.9997   0.0310       KS
 subj_254_trials_10   1.5519   3.5109   0.3390   0.0838   0.0000   1.0000   0.0160       KS
 subj_254_trials_20   1.2052   1.6111   0.2766   0.0018   0.0000   0.9988   0.0220       KS
 subj_254_trials_30   0.8731   0.7291   0.3108   0.0787   0.0000   0.9963   0.0310       KS
 subj_254_trials_40   1.2332   4.5591   0.3237   0.1544   0.0000   0.9997   0.0310       KS
 subj_254_trials_50   1.0781   5.8025   0.2754   0.0028   0.0000   0.9509   0.0220       KS
 subj_254_trials_60   0.7906   4.4862   0.4012   0.2138   0.0000   0.9563   0.0390       KS
 subj_255_trials_10   1.3652   0.1165   0.2721   0.0051   0.0000   0.9894   0.0610       KS
 subj_255_trials_20   1.0872   1.1275   0.2787   0.0010   0.0000   0.9842   0.0470       KS
 subj_255_trials_30   0.7407   5.1524   0.4172   0.1990   0.0000   0.9643   0.0320       KS
 subj_255_trials_40   1.0249   6.4676   0.3227   0.0998   0.0000   0.9995   0.0220       KS
 subj_255_trials_50   1.6019   5.0004   0.3022   0.0675   0.0000   0.9011   0.0490       KS
 subj_255_trials_60   1.1286   3.8564   0.3720   0.1724   0.0000   0.9906   0.0480       KS
 subj_256_trials_10   1.1402   4.8233   0.3275   0.0564   0.0000   1.0000   0.0000       KS
 subj_256_trials_20   1.0007   1.9709   0.2845   0.0525   0.0000   0.9983   0.0310       KS
 subj_256_trials_30   1.1306   0.5626   0.3179   0.1356   0.0000   0.9963   0.0310       KS
 subj_256_trials_40   2.1427   2.6398   0.2417   0.2372   0.0000   0.9971   0.1010       KS
 subj_256_trials_50   1.0249   4.4303   0.2979   0.0970   0.0000   0.9859   0.0370       KS
 subj_256_trials_60   2.5627   4.1755   0.2767   0.1125   0.0000   0.8002   0.0800       KS
 subj_257_trials_10   1.0567   0.7633   0.2756   0.0380   0.0000   0.9834   0.0200       KS
 subj_257_trials_20   1.3590   2.7595   0.3181   0.1275   0.0000   0.9920   0.0310       KS
 subj_257_trials_30   0.6736   4.3518   0.4311   0.1896   0.0000   0.9716   0.0310       KS
 subj_257_trials_40   1.0275   5.7103   0.3792   0.1354   0.0000   0.9471   0.0380       KS
 subj_257_trials_50   1.6995   2.2846   0.3146   0.3338   0.0000   0.9824   0.0850       KS
 subj_257_trials_60   1.4051   4.0950   0.3780   0.2595   0.0000   0.9987   0.0460       KS
 subj_258_trials_10   0.5759   2.6452   0.3404   0.0977   0.0000   0.9999   0.0160       KS
 subj_258_trials_20   2.0175   2.4883   0.2825   0.4638   0.0000   0.9937   0.1380       KS
 subj_258_trials_30   0.9520   2.9692   0.3427   0.2331   0.0000   0.9992   0.0630       KS
 subj_258_trials_40   1.6541   2.1561   0.2459   0.0000   0.0000   0.9880   0.0530       KS
 subj_258_trials_50   1.5111   7.2787   0.3557   0.1805   0.0000   0.9983   0.0630       KS
 subj_258_trials_60   1.2680   2.5114   0.2844   0.0385   0.0000   0.9182   0.0530       KS
 subj_259_trials_10   1.1866   3.3507   0.3602   0.1125   0.0000   1.0000   0.0000       KS
 subj_259_trials_20   1.0296   4.0246   0.3490   0.0525   0.0000   0.8395   0.0000       KS
 subj_259_trials_30   2.4380   5.3460   0.2846   0.2359   0.0000   0.9997   0.1010       KS
 subj_259_trials_40   0.7846   0.8924   0.2919   0.0016   0.0000   0.9926   0.0230       KS
 subj_259_trials_50   1.5519   3.3334   0.3241   0.2061   0.0000   0.9988   0.0460       KS
 subj_259_trials_60   0.6984   2.1462   0.2946   0.0224   0.0000   0.9920   0.0320       KS
 subj_25_trials_10   1.3022   0.6009   0.2658   0.0525   0.0000   0.9835   0.0360       KS
 subj_25_trials_20   0.8773   4.1764   0.3992   0.1578   0.0000   0.9977   0.0160       KS
 subj_25_trials_30   1.2548   1.3983   0.3193   0.2238   0.0000   0.9996   0.0530       KS
 subj_25_trials_40   1.5174   4.2869   0.3393   0.2373   0.0000   0.9998   0.0510       KS
 subj_25_trials_50   0.7906   6.7895   0.3734   0.1517   0.0000   0.9654   0.0490       KS
 subj_25_trials_60   0.9664   5.2348   0.3537   0.1308   0.0000   0.9984   0.0310       KS
 subj_260_trials_10   0.5169   1.5453   0.2943   0.0063   0.0000   0.9832   0.0000       KS
 subj_260_trials_20   0.7133   5.6474   0.3553   0.0926   0.0000   0.9976   0.0160       KS
 subj_260_trials_30   0.7435   6.1392   0.3647   0.1384   0.0000   0.9833   0.0310       KS
 subj_260_trials_40   1.1420   4.4387   0.2897   0.1101   0.0000   0.9988   0.0220       KS
 subj_260_trials_50   1.4317   4.0950   0.3252   0.1725   0.0000   0.9962   0.0470       KS
 subj_260_trials_60   1.4103   0.9940   0.2879   0.0375   0.0000   0.9999   0.0540       KS
 subj_261_trials_10   0.6465   2.5743   0.3510   0.0986   0.0000   1.0000   0.0150       KS
 subj_261_trials_20   1.0060   4.0663   0.3470   0.0387   0.0000   0.8424   0.0000       KS
 subj_261_trials_30   0.5319   3.2087   0.3050   0.0375   0.0000   0.9995   0.0000       KS
 subj_261_trials_40   0.9347   1.0303   0.2882   0.0026   0.0000   0.9950   0.0310       KS
 subj_261_trials_50   2.1747   4.5220   0.3490   0.2610   0.0000   0.9936   0.1000       KS
 subj_261_trials_60   0.7621   3.6340   0.3876   0.1156   0.0000   0.9810   0.0220       KS
 subj_262_trials_10   1.6363   1.6992   0.2748   0.0070   0.0000   0.9999   0.0310       KS
 subj_262_trials_20   0.5633   3.4386   0.2950   0.0024   0.0000   0.9988   0.0160       KS
 subj_262_trials_30   0.7946   3.7654   0.3847   0.1586   0.0000   0.9963   0.0530       KS
 subj_262_trials_40   0.8268   1.0290   0.2885   0.0025   0.0000   0.9918   0.0160       KS
 subj_262_trials_50   0.6214   7.8849   0.3236   0.0848   0.0000   0.9997   0.0160       KS
 subj_262_trials_60   1.5519   4.3140   0.3170   0.1845   0.0000   0.9809   0.0840       KS
 subj_263_trials_10   0.9778   1.7384   0.2727   0.0017   0.0000   0.9964   0.0160       KS
 subj_263_trials_20   1.1627   1.0671   0.2747   0.0025   0.0000   0.9843   0.0370       KS
 subj_263_trials_30   0.5761   4.1896   0.4132   0.1473   0.0000   0.9769   0.0160       KS
 subj_263_trials_40   1.0025   4.6303   0.3582   0.0274   0.0000   0.8582   0.0310       KS
 subj_263_trials_50   0.5867   2.5147   0.3002   0.0375   0.0000   0.9944   0.0160       KS
 subj_263_trials_60   0.7778   2.8692   0.3055   0.0879   0.0000   0.9997   0.0160       KS
 subj_264_trials_10   0.9763   2.2693   0.3383   0.0675   0.0000   0.9819   0.0220       KS
 subj_264_trials_20   1.4876   0.5908   0.2717   0.1425   0.0000   0.9802   0.0830       KS
 subj_264_trials_30   0.9917   1.7404   0.3138   0.1275   0.0000   0.9996   0.0310       KS
 subj_264_trials_40   1.1610   1.5118   0.2906   0.0525   0.0000   0.9979   0.0470       KS
 subj_264_trials_50   1.4988   3.6548   0.3398   0.2110   0.0000   0.9947   0.0530       KS
 subj_264_trials_60   1.9114   1.4699   0.2842   0.0217   0.0000   0.9247   0.1000       KS
 subj_265_trials_10   0.6174   2.3627   0.3490   0.0975   0.0000   0.9999   0.0160       KS
 subj_265_trials_20   0.8895   4.4199   0.3919   0.1521   0.0000   0.9976   0.0150       KS
 subj_265_trials_30   0.5020   2.7265   0.3265   0.1125   0.0000   0.9832   0.0220       KS
 subj_265_trials_40   0.6689   4.4995   0.3701   0.0975   0.0000   0.9876   0.0320       KS
 subj_265_trials_50   0.6854   4.3976   0.3252   0.1120   0.0000   0.9997   0.0150       KS
 subj_265_trials_60   2.3710   5.5544   0.3702   0.3233   0.0000   0.9888   0.1160       KS
 subj_266_trials_10   1.3903   1.1766   0.2491   0.0375   0.0000   0.9963   0.0230       KS
 subj_266_trials_20   0.9270   3.1349   0.3803   0.1617   0.0000   0.9904   0.0160       KS
 subj_266_trials_30   0.7561   4.3282   0.4493   0.2392   0.0000   0.9665   0.0150       KS
 subj_266_trials_40   1.0340   5.2746   0.2739   0.0027   0.0000   0.9789   0.0150       KS
 subj_266_trials_50   1.1293   3.9255   0.3117   0.0999   0.0000   0.9993   0.0380       KS
 subj_266_trials_60   0.7353   1.4871   0.2899   0.0072   0.0000   0.9929   0.0320       KS
 subj_267_trials_10   1.0834   2.6462   0.3065   0.0378   0.0000   0.9974   0.0150       KS
 subj_267_trials_20   0.8158   4.4429   0.3430   0.1046   0.0000   0.9891   0.0220       KS
 subj_267_trials_30   0.5014   4.8344   0.3855   0.1188   0.0000   0.9710   0.0160       KS
 subj_267_trials_40   0.9084   1.2602   0.2891   0.0088   0.0000   0.9972   0.0470       KS
 subj_267_trials_50   0.6334   6.4687   0.3205   0.0708   0.0000   0.9998   0.0160       KS
 subj_267_trials_60   0.8496   5.2261   0.3609   0.1415   0.0000   0.9443   0.0530       KS
 subj_268_trials_10   0.8862   0.7500   0.2914   0.0375   0.0000   0.9823   0.0310       KS
 subj_268_trials_20   1.2403   4.3227   0.2904   0.1624   0.0000   0.9940   0.0380       KS
 subj_268_trials_30   1.4229   4.6109   0.3709   0.2323   0.0000   0.9952   0.0310       KS
 subj_268_trials_40   1.9049   5.4783   0.3498   0.3394   0.0000   1.0000   0.1160       KS
 subj_268_trials_50   0.6887   1.1402   0.3003   0.0009   0.0000   0.9854   0.0160       KS
 subj_268_trials_60   1.0815   5.0236   0.3095   0.0898   0.0000   0.9685   0.0380       KS
 subj_269_trials_10   1.0262   2.4233   0.3321   0.0825   0.0000   0.9817   0.0150       KS
 subj_269_trials_20   1.0834   4.2836   0.2985   0.1480   0.0000   0.9938   0.0320       KS
 subj_269_trials_30   0.7883   6.1993   0.3186   0.0895   0.0000   0.9994   0.0310       KS
 subj_269_trials_40   2.2585   1.9769   0.2690   0.4069   0.0000   0.9929   0.1320       KS
 subj_269_trials_50   1.5519   4.1718   0.3748   0.3612   0.0000   0.9997   0.1010       KS
 subj_269_trials_60   0.8492   5.4493   0.3436   0.1150   0.0000   0.9711   0.0310       KS
 subj_26_trials_10   0.9620   4.2364   0.2805   0.0008   0.0000   0.9998   0.0160       KS
 subj_26_trials_20   1.0384   3.1847   0.2648   0.0375   0.0000   0.9729   0.0210       KS
 subj_26_trials_30   0.5264   1.3159   0.3114   0.0675   0.0000   0.9900   0.0150       KS
 subj_26_trials_40   1.6691   2.2560   0.2446   0.0567   0.0000   0.9682   0.0630       KS
 subj_26_trials_50   1.1099   4.5185   0.3073   0.0819   0.0000   0.9997   0.0220       KS
 subj_26_trials_60   1.1235   4.5763   0.3149   0.1116   0.0000   0.9976   0.0310       KS
 subj_270_trials_10   1.0313   2.2372   0.3389   0.0534   0.0000   0.9822   0.0100       KS
 subj_270_trials_20   1.2568   3.6189   0.3438   0.1425   0.0000   0.9956   0.0330       KS
 subj_270_trials_30   2.2088   3.6704   0.2788   0.2016   0.0000   0.9998   0.0580       KS
 subj_270_trials_40   0.5301   7.7388   0.3346   0.0975   0.0000   1.0000   0.0270       KS
 subj_270_trials_50   1.0787   4.9156   0.2768   0.0032   0.0000   0.9902   0.0160       KS
 subj_270_trials_60   0.9077   4.3357   0.3629   0.0698   0.0000   0.9823   0.0470       KS
 subj_271_trials_10   1.6873   1.5933   0.2781   0.0375   0.0000   0.9999   0.0380       KS
 subj_271_trials_20   1.6963   2.4043   0.3150   0.1726   0.0000   0.9919   0.0470       KS
 subj_271_trials_30   0.9682   2.1314   0.3328   0.1904   0.0000   0.9994   0.0460       KS
 subj_271_trials_40   0.5717   7.4308   0.3228   0.0643   0.0000   1.0000   0.0230       KS
 subj_271_trials_50   0.7002   1.3302   0.2958   0.0527   0.0000   0.9960   0.0150       KS
 subj_271_trials_60   1.8142   1.9184   0.2637   0.0172   0.0000   0.9977   0.0690       KS
 subj_272_trials_10   0.9808   3.2910   0.3465   0.0492   0.0000   0.9977   0.0160       KS
 subj_272_trials_20   0.9802   0.3060   0.2963   0.0987   0.0000   0.9678   0.0310       KS
 subj_272_trials_30   1.1420   5.6231   0.3804   0.2071   0.0000   0.9824   0.0540       KS
 subj_272_trials_40   1.4348   5.0581   0.3574   0.2155   0.0000   0.9997   0.0620       KS
 subj_272_trials_50   1.6014   3.1748   0.3282   0.2253   0.0000   0.9988   0.0570       KS
 subj_272_trials_60   0.9077   5.2916   0.3042   0.0688   0.0000   0.9878   0.0140       KS
 subj_273_trials_10   0.6627   0.9774   0.2957   0.0051   0.0000   0.9826   0.0000       KS
 subj_273_trials_20   0.5845   1.5045   0.2958   0.0140   0.0000   0.9804   0.0150       KS
 subj_273_trials_30   0.6657   0.9936   0.3095   0.0679   0.0000   0.9938   0.0160       KS
 subj_273_trials_40   0.7743   3.4367   0.4500   0.2227   0.0000   0.9872   0.0380       KS
 subj_273_trials_50   0.9423   5.9737   0.3497   0.1425   0.0000   0.9941   0.0320       KS
 subj_273_trials_60   2.1801   1.6275   0.2442   0.0000   0.0000   0.9977   0.1080       KS
 subj_274_trials_10   1.1556   0.6724   0.2735   0.0375   0.0000   0.9834   0.0380       KS
 subj_274_trials_20   0.6922   0.4133   0.2975   0.0033   0.0000   0.9729   0.0170       KS
 subj_274_trials_30   1.4347   2.8686   0.3251   0.1857   0.0000   0.9976   0.0470       KS
 subj_274_trials_40   0.8306   3.9676   0.4235   0.1956   0.0000   0.9865   0.0360       KS
